ID;Consommation;Annee;Mois;Jour;Creneau;JourSem;NumSem;temp;cover;hum;dummyJF;vacances_zone_a;vacances_zone_b;vacances_zone_c;nb_zones
2017-06-12-18;34956557957;2017;6;12;18;lundi;24;22,9972973;46,78571429;56,43243243;0;0;0;0;0
2017-06-12-21;34254754592;2017;6;12;21;lundi;24;18,57027027;48,88888889;72,97297297;0;0;0;0;0
2017-06-13-00;29803346636;2017;6;13;0;mardi;24;16,58918919;65;79,83783784;0;0;0;0;0
2017-06-13-03;26036960958;2017;6;13;3;mardi;24;15,2;55,54545455;83,67567568;0;0;0;0;0
2017-06-13-06;32265127151;2017;6;13;6;mardi;24;17,2972973;65,46666667;78,37837838;0;0;0;0;0
2017-06-13-09;38437536530;2017;6;13;9;mardi;24;22,04324324;57,5;62,35135135;0;0;0;0;0
2017-06-13-12;39943438120;2017;6;13;12;mardi;24;25,04166667;56,81818182;54,66666667;0;0;0;0;0
2017-06-13-15;37548980065;2017;6;13;15;mardi;24;26,18378378;52,85714286;51,62162162;0;0;0;0;0
2017-06-13-18;35771009819;2017;6;13;18;mardi;24;23,74594595;78,33333333;60,51351351;0;0;0;0;0
2017-06-13-21;34925656024;2017;6;13;21;mardi;24;20,27297297;85,9375;73,16216216;0;0;0;0;0
2017-06-14-00;30151872511;2017;6;14;0;mercredi;24;18,5;83,82352941;79,02702703;0;0;0;0;0
2017-06-14-03;26259423769;2017;6;14;3;mercredi;24;17,12432432;80,35714286;83,94594595;0;0;0;0;0
2017-06-14-06;32314980391;2017;6;14;6;mercredi;24;19,04054054;75,06666667;77,59459459;0;0;0;0;0
2017-06-14-09;38882508325;2017;6;14;9;mercredi;24;23,24736842;66,25;65;0;0;0;0;0
2017-06-14-12;40853430661;2017;6;14;12;mercredi;24;26,40526316;60,52631579;55,55263158;0;0;0;0;0
2017-06-14-15;38481518314;2017;6;14;15;mercredi;24;27,14473684;54;53,63157895;0;0;0;0;0
2017-06-14-18;36315176350;2017;6;14;18;mercredi;24;25,97894737;57,5;58,23684211;0;0;0;0;0
2017-06-14-21;35348401913;2017;6;14;21;mercredi;24;21,39473684;62,5;74,28947368;0;0;0;0;0
2017-06-15-00;30610012670;2017;6;15;0;jeudi;24;18,84473684;54,16666667;83,02631579;0;0;0;0;0
2017-06-15-03;26624469718;2017;6;15;3;jeudi;24;17,48684211;73,5;87,07894737;0;0;0;0;0
2017-06-15-06;32864456519;2017;6;15;6;jeudi;24;19,59210526;61,625;80,86842105;0;0;0;0;0
2017-06-15-09;39583698725;2017;6;15;9;jeudi;24;24,13947368;69,70588235;65,71052632;0;0;0;0;0
2017-06-15-12;41132617103;2017;6;15;12;jeudi;24;26,49473684;68;55,78947368;0;0;0;0;0
2017-06-15-15;38636455174;2017;6;15;15;jeudi;24;26,50263158;59,6875;54,28947368;0;0;0;0;0
2017-06-15-18;36300317291;2017;6;15;18;jeudi;24;23,88421053;81,47058824;62,94736842;0;0;0;0;0
2017-06-15-21;35230432448;2017;6;15;21;jeudi;24;19,97368421;76,5;74,26315789;0;0;0;0;0
2017-06-16-00;30451314911;2017;6;16;0;vendredi;24;18,12105263;72,27272727;79,76315789;0;0;0;0;0
2017-06-16-03;26600977020;2017;6;16;3;vendredi;24;16,70789474;69,70588235;81,52631579;0;0;0;0;0
2017-06-16-06;32622000048;2017;6;16;6;vendredi;24;17,89210526;61,875;76,42105263;0;0;0;0;0
2017-06-16-09;38639488326;2017;6;16;9;vendredi;24;21,32368421;58,57142857;60,97368421;0;0;0;0;0
2017-06-16-12;39586253397;2017;6;16;12;vendredi;24;24,00526316;56,25;50,89473684;0;0;0;0;0
2017-06-16-15;36578746135;2017;6;16;15;vendredi;24;25,01842105;55,76923077;45,76315789;0;0;0;0;0
2017-06-16-18;34328747756;2017;6;16;18;vendredi;24;23,60263158;46;50,73684211;0;0;0;0;0
2017-06-16-21;34217191900;2017;6;16;21;vendredi;24;19,00526316;22;67,39473684;0;0;0;0;0
2017-06-17-00;29346971411;2017;6;17;0;samedi;24;16,74210526;27,14285714;73,97368421;0;0;0;0;0
2017-06-17-03;24348876912;2017;6;17;3;samedi;24;15,48421053;15,75;76,36842105;0;0;0;0;0
2017-06-17-06;25647389278;2017;6;17;6;samedi;24;17,58684211;26,25;71,26315789;0;0;0;0;0
2017-06-17-09;31649726028;2017;6;17;9;samedi;24;22,41315789;29,16666667;54,05263158;0;0;0;0;0
2017-06-17-12;33599572138;2017;6;17;12;samedi;24;25,64473684;37,91666667;46,15789474;0;0;0;0;0
2017-06-17-15;31061556017;2017;6;17;15;samedi;24;27,16842105;38,57142857;43,02631579;0;0;0;0;0
2017-06-17-18;30536479272;2017;6;17;18;samedi;24;25,95675676;33,33333333;47,23684211;0;0;0;0;0
2017-06-17-21;31747846132;2017;6;17;21;samedi;24;21,23684211;18,33333333;62,15789474;0;0;0;0;0
2017-06-18-00;28239658956;2017;6;18;0;dimanche;25;18,82368421;31,66666667;69,5;0;0;0;0;0
2017-06-18-03;22937206679;2017;6;18;3;dimanche;25;16,99736842;27,85714286;76,39473684;0;0;0;0;0
2017-06-18-06;22927832370;2017;6;18;6;dimanche;25;19,63421053;15,45454545;68,47368421;0;0;0;0;0
2017-06-18-09;28571167899;2017;6;18;9;dimanche;25;24,75263158;13;52,65789474;0;0;0;0;0
2017-06-18-12;30692824181;2017;6;18;12;dimanche;25;27,74210526;14,5;45,05263158;0;0;0;0;0
2017-06-18-15;28144357119;2017;6;18;15;dimanche;25;29,03947368;21,66666667;42,18421053;0;0;0;0;0
2017-06-18-18;29526759768;2017;6;18;18;dimanche;25;27,91621622;13,75;44,81081081;0;0;0;0;0
2017-06-18-21;32287680019;2017;6;18;21;dimanche;25;22,83157895;16;60,97368421;0;0;0;0;0
2017-06-19-00;28563379844;2017;6;19;0;lundi;25;20,07368421;8;70,78947368;0;0;0;0;0
2017-06-19-03;25099974521;2017;6;19;3;lundi;25;18,18684211;20,625;76,47368421;0;0;0;0;0
2017-06-19-06;31978787086;2017;6;19;6;lundi;25;21,06315789;20,83333333;67,36842105;0;0;0;0;0
2017-06-19-09;39278352146;2017;6;19;9;lundi;25;26,60789474;7,777777778;50,76315789;0;0;0;0;0
2017-06-19-12;41315431522;2017;6;19;12;lundi;25;29,57368421;10;43,76315789;0;0;0;0;0
2017-06-19-15;39183479659;2017;6;19;15;lundi;25;30,82432432;16,11111111;40,32432432;0;0;0;0;0
2017-06-19-18;37307238201;2017;6;19;18;lundi;25;29,16486486;4,375;45,48648649;0;0;0;0;0
2017-06-19-21;36363503637;2017;6;19;21;lundi;25;23,45789474;6,666666667;64,86842105;0;0;0;0;0
2017-06-20-00;31162529053;2017;6;20;0;mardi;25;20,67894737;20,2;72,97368421;0;0;0;0;0
2017-06-20-03;27436145441;2017;6;20;3;mardi;25;19,06842105;38,72727273;78,34210526;0;0;0;0;0
2017-06-20-06;33654679907;2017;6;20;6;mardi;25;21,66842105;40,45454545;70;0;0;0;0;0
2017-06-20-09;40612151216;2017;6;20;9;mardi;25;27,27297297;46,53846154;53,51351351;0;0;0;0;0
2017-06-20-12;42446233078;2017;6;20;12;mardi;25;30,29210526;37,72727273;44,60526316;0;0;0;0;0
2017-06-20-15;40244152608;2017;6;20;15;mardi;25;30,68157895;52,5;43,76315789;0;0;0;0;0
2017-06-20-18;37984584465;2017;6;20;18;mardi;25;28,62894737;63,875;50,65789474;0;0;0;0;0
2017-06-20-21;36913812432;2017;6;20;21;mardi;25;23,35526316;81,66666667;68,23684211;0;0;0;0;0
2017-06-21-00;31638620789;2017;6;21;0;mercredi;25;20,76052632;66,77777778;77,47368421;0;0;0;0;0
2017-06-21-03;27939982418;2017;6;21;3;mercredi;25;19,32631579;59,18181818;82,18421053;0;0;0;0;0
2017-06-21-06;34014158829;2017;6;21;6;mercredi;25;21,48947368;70,23076923;75,34210526;0;0;0;0;0
2017-06-21-09;41136754906;2017;6;21;9;mercredi;25;26,85;55,5;58,71052632;0;0;0;0;0
2017-06-21-12;43208490795;2017;6;21;12;mercredi;25;30,68157895;28,63636364;46,60526316;0;0;0;0;0
2017-06-21-15;41036779435;2017;6;21;15;mercredi;25;30,97894737;42,91666667;45,5;0;0;0;0;0
2017-06-21-18;38474232686;2017;6;21;18;mercredi;25;29,04864865;53,33333333;50,91891892;0;0;0;0;0
2017-06-21-21;37106803641;2017;6;21;21;mercredi;25;23,55;75,16666667;69,84210526;0;0;0;0;0
2017-06-22-00;32119788092;2017;6;22;0;jeudi;25;21,02368421;67,88888889;78,39473684;0;0;0;0;0
2017-06-22-03;28372777856;2017;6;22;3;jeudi;25;19,73684211;71,25;83,21052632;0;0;0;0;0
2017-06-22-06;34441183563;2017;6;22;6;jeudi;25;21,55;73,92857143;76,68421053;0;0;0;0;0
2017-06-22-09;41353109699;2017;6;22;9;jeudi;25;26,53157895;59,61538462;59,47368421;0;0;0;0;0
2017-06-22-12;43143484836;2017;6;22;12;jeudi;25;29,36315789;54,54545455;50,44736842;0;0;0;0;0
2017-06-22-15;40687068789;2017;6;22;15;jeudi;25;29,84473684;63,57142857;48,02631579;0;0;0;0;0
2017-06-22-18;38214831237;2017;6;22;18;jeudi;25;27,05789474;81,875;55,57894737;0;0;0;0;0
2017-06-22-21;36716675762;2017;6;22;21;jeudi;25;22,71578947;85;69,52631579;0;0;0;0;0
2017-06-23-00;31376783535;2017;6;23;0;vendredi;25;20,4;77,66666667;78,68421053;0;0;0;0;0
2017-06-23-03;27805985198;2017;6;23;3;vendredi;25;18,83157895;87,38095238;83,23684211;0;0;0;0;0
2017-06-23-06;33648612589;2017;6;23;6;vendredi;25;19,78157895;92,5;78,31578947;0;0;0;0;0
2017-06-23-09;39651226100;2017;6;23;9;vendredi;25;22,43421053;91,73076923;67,65789474;0;0;0;0;0
2017-06-23-12;40673728694;2017;6;23;12;vendredi;25;24,75;90,90909091;60,10526316;0;0;0;0;0
2017-06-23-15;37775838577;2017;6;23;15;vendredi;25;25,63421053;79,58333333;56,13157895;0;0;0;0;0
2017-06-23-18;35304545609;2017;6;23;18;vendredi;25;23,77105263;83,25;61,76315789;0;0;0;0;0
2017-06-23-21;34834113690;2017;6;23;21;vendredi;25;20,74;77,5;72,06666667;0;0;0;0;0
2017-06-24-00;29786555012;2017;6;24;0;samedi;25;18,36842105;88,07692308;79,63157895;0;0;0;0;0
2017-06-24-03;25135327771;2017;6;24;3;samedi;25;17,54736842;91,75;81,89473684;0;0;0;0;0
2017-06-24-06;26406158268;2017;6;24;6;samedi;25;18,95526316;86,08695652;76,97368421;0;0;0;0;0
2017-06-24-09;32177133887;2017;6;24;9;samedi;25;22,22105263;83,54166667;62,89473684;0;0;0;0;0
2017-06-24-12;34084475123;2017;6;24;12;samedi;25;24,46842105;81,95652174;56,18421053;0;0;0;0;0
2017-06-24-15;31456468230;2017;6;24;15;samedi;25;25,10789474;75,2173913;54,52631579;0;0;0;0;0
2017-06-24-18;30733214653;2017;6;24;18;samedi;25;23,28157895;80,52631579;60;0;0;0;0;0
2017-06-24-21;31646678255;2017;6;24;21;samedi;25;19,83947368;92,1875;72,76315789;0;0;0;0;0
2017-06-25-00;28088153327;2017;6;25;0;dimanche;26;18,56842105;89;78,13157895;0;0;0;0;0
2017-06-25-03;23198854044;2017;6;25;3;dimanche;26;17,46578947;92,61904762;80,89473684;0;0;0;0;0
2017-06-25-06;23107997172;2017;6;25;6;dimanche;26;18,23157895;81,6;77,73684211;0;0;0;0;0
2017-06-25-09;28326889535;2017;6;25;9;dimanche;26;21,55;84,76190476;62,78947368;0;0;0;0;0
2017-06-25-12;30533208556;2017;6;25;12;dimanche;26;24,16578947;85,625;53,89473684;0;0;0;0;0
2017-06-25-15;27663100095;2017;6;25;15;dimanche;26;25,41315789;70,52631579;50,65789474;0;0;0;0;0
2017-06-25-18;28905254843;2017;6;25;18;dimanche;26;24,27368421;73;55,18421053;0;0;0;0;0
2017-06-25-21;31374963080;2017;6;25;21;dimanche;26;20,07368421;67,85714286;71,76315789;0;0;0;0;0
2017-06-26-00;27968382798;2017;6;26;0;lundi;26;18,32105263;74,70588235;78,44736842;0;0;0;0;0
2017-06-26-03;24747738108;2017;6;26;3;lundi;26;16,97105263;66,11111111;81,13157895;0;0;0;0;0
2017-06-26-06;31539503727;2017;6;26;6;lundi;26;18,77894737;84,09090909;76,18421053;0;0;0;0;0
2017-06-26-09;38285087446;2017;6;26;9;lundi;26;22,53684211;78;63,44736842;0;0;0;0;0
2017-06-26-12;39910616878;2017;6;26;12;lundi;26;24,74210526;84,21052632;57,52631579;0;0;0;0;0
2017-06-26-15;37309151808;2017;6;26;15;lundi;26;24,91315789;86,875;58,18421053;0;0;0;0;0
2017-06-26-18;35555806102;2017;6;26;18;lundi;26;23,26578947;92,5;64,5;0;0;0;0;0
2017-06-26-21;34579220351;2017;6;26;21;lundi;26;20,12631579;91;77,39473684;0;0;0;0;0
2017-06-27-00;29980436718;2017;6;27;0;mardi;26;18,56052632;86,05263158;84,76315789;0;0;0;0;0
2017-06-27-03;26543089896;2017;6;27;3;mardi;26;17,49210526;89,82608696;87,07894737;0;0;0;0;0
2017-06-27-06;32666254799;2017;6;27;6;mardi;26;18,81842105;86,5;84,31578947;0;0;0;0;0
2017-06-27-09;38968763410;2017;6;27;9;mardi;26;22,55;85,53571429;67,84210526;0;0;0;0;0
2017-06-27-12;40347040341;2017;6;27;12;mardi;26;24,71842105;88,7037037;60,21052632;0;0;0;0;0
2017-06-27-15;37901117939;2017;6;27;15;mardi;26;24,21578947;90,83333333;64,31578947;0;0;0;0;0
2017-06-27-18;35798148107;2017;6;27;18;mardi;26;21,53157895;91,52173913;74,92105263;0;0;0;0;0
2017-06-27-21;34318302146;2017;6;27;21;mardi;26;18,78333333;95,22727273;86;0;0;0;0;0
2017-06-28-00;29468156113;2017;6;28;0;mercredi;26;17,32702703;94,64;90,27027027;0;0;0;0;0
2017-06-28-03;26064423108;2017;6;28;3;mercredi;26;16,80540541;93,16666667;90,78378378;0;0;0;0;0
2017-06-28-06;32103040164;2017;6;28;6;mercredi;26;17,13513514;93;88,02702703;0;0;0;0;0
2017-06-28-09;38286627338;2017;6;28;9;mercredi;26;19,49189189;87,5;75,67567568;0;0;0;0;0
2017-06-28-12;39128422279;2017;6;28;12;mercredi;26;21,09736842;86,25;65,86842105;0;0;0;0;0
2017-06-28-15;36196618826;2017;6;28;15;mercredi;26;20,51351351;84;67,02702703;0;0;0;0;0
2017-06-28-18;34483751635;2017;6;28;18;mercredi;26;18,40789474;86,73076923;74,62162162;0;0;0;0;0
2017-06-28-21;33461281201;2017;6;28;21;mercredi;26;16,27368421;91,6;82,68421053;0;0;0;0;0
2017-06-29-00;29076295819;2017;6;29;0;jeudi;26;15,26578947;90,96153846;85,15789474;0;0;0;0;0
2017-06-29-03;25619680074;2017;6;29;3;jeudi;26;14,46315789;89,82142857;87,26315789;0;0;0;0;0
2017-06-29-06;31639202686;2017;6;29;6;jeudi;26;15,33684211;89,24242424;82,18421053;0;0;0;0;0
2017-06-29-09;37574810508;2017;6;29;9;jeudi;26;17,50526316;87,1875;70,18421053;0;0;0;0;0
2017-06-29-12;38351746723;2017;6;29;12;jeudi;26;18,82894737;89,2;64,07894737;0;0;0;0;0
2017-06-29-15;35445189418;2017;6;29;15;jeudi;26;18,82105263;85,74074074;64,31578947;0;0;0;0;0
2017-06-29-18;33898399193;2017;6;29;18;jeudi;26;17,35263158;91,36363636;68,42105263;0;0;0;0;0
2017-06-29-21;33296108617;2017;6;29;21;jeudi;26;15,03947368;91,52173913;78,44736842;0;0;0;0;0
2017-06-30-00;29027102088;2017;6;30;0;vendredi;26;13,92105263;90;81,86842105;0;0;0;0;0
2017-06-30-03;25488723942;2017;6;30;3;vendredi;26;13,11842105;89,54545455;84,05263158;0;0;0;0;0
2017-06-30-06;31501487613;2017;6;30;6;vendredi;26;14,33513514;90,71428571;79,86486486;0;0;0;0;0
2017-06-30-09;37434032613;2017;6;30;9;vendredi;26;17,02105263;93,62068966;69,10526316;0;0;0;0;0
2017-06-30-12;37849487160;2017;6;30;12;vendredi;26;17,93421053;91,83333333;67,36842105;0;0;0;0;0
2017-06-30-15;34325191812;2017;6;30;15;vendredi;26;18,11842105;90,80645161;67,42105263;0;0;0;0;0
2017-06-30-18;32617583801;2017;6;30;18;vendredi;26;16,54324324;90,16666667;75,43243243;0;0;0;0;0
2017-06-30-21;32665268538;2017;6;30;21;vendredi;26;14,93947368;89,77272727;80,57894737;0;0;0;0;0
2017-07-01-00;28102787095;2017;7;1;0;samedi;26;14,25789474;94,82758621;82,65789474;0;0;0;0;0
2017-07-01-03;23457186928;2017;7;1;3;samedi;26;13,92631579;94,31034483;84,73684211;0;0;0;0;0
2017-07-01-06;24916943277;2017;7;1;6;samedi;26;14,48947368;91,16666667;82,81578947;0;0;0;0;0
2017-07-01-09;30873761429;2017;7;1;9;samedi;26;16,36052632;88,06451613;76,21052632;0;0;0;0;0
2017-07-01-12;32405011421;2017;7;1;12;samedi;26;17,68157895;90;70,76315789;0;0;0;0;0
2017-07-01-15;28949449076;2017;7;1;15;samedi;26;18,39736842;85,3030303;68,13157895;0;0;0;0;0
2017-07-01-18;28786394936;2017;7;1;18;samedi;26;17,39473684;83,57142857;72,73684211;0;0;0;0;0
2017-07-01-21;30005623917;2017;7;1;21;samedi;26;15,65526316;92,70833333;80,44736842;0;0;0;0;0
2017-07-02-00;26916696978;2017;7;2;0;dimanche;27;14,70526316;91,63636364;84,18421053;0;0;0;0;0
2017-07-02-03;21945893808;2017;7;2;3;dimanche;27;14,10526316;91,51851852;86,89473684;0;0;0;0;0
2017-07-02-06;21923743954;2017;7;2;6;dimanche;27;15,06578947;90,46875;84,86842105;0;0;0;0;0
2017-07-02-09;27784539815;2017;7;2;9;dimanche;27;17,47297297;90,34482759;75,83783784;0;0;0;0;0
2017-07-02-12;30052514822;2017;7;2;12;dimanche;27;19,50789474;85,96774194;68,71052632;0;0;0;0;0
2017-07-02-15;26481996625;2017;7;2;15;dimanche;27;20,50526316;83,5483871;64,78947368;0;0;0;0;0
2017-07-02-18;27737589344;2017;7;2;18;dimanche;27;19,48157895;83,95833333;68,68421053;0;0;0;0;0
2017-07-02-21;30049449062;2017;7;2;21;dimanche;27;17,10263158;86,42857143;79,92105263;0;0;0;0;0
2017-07-03-00;27113584583;2017;7;3;0;lundi;27;15,91081081;87,38095238;85,24324324;0;0;0;0;0
2017-07-03-03;23753772616;2017;7;3;3;lundi;27;15,20526316;90,88;86,65789474;0;0;0;0;0
2017-07-03-06;30498515458;2017;7;3;6;lundi;27;16,49210526;92,85185185;83,07894737;0;0;0;0;0
2017-07-03-09;36847929152;2017;7;3;9;lundi;27;19,58421053;87,6;69,55263158;0;0;0;0;0
2017-07-03-12;38278412266;2017;7;3;12;lundi;27;22,32631579;75,86956522;57,57894737;0;0;0;0;0
2017-07-03-15;35572979942;2017;7;3;15;lundi;27;23,79473684;64,54545455;52,34210526;0;0;0;0;0
2017-07-03-18;34062863950;2017;7;3;18;lundi;27;22,6;57,8125;56,81578947;0;0;0;0;0
2017-07-03-21;33601254900;2017;7;3;21;lundi;27;18,27631579;57,08333333;74,34210526;0;0;0;0;0
2017-07-04-00;29292414195;2017;7;4;0;mardi;27;15,82105263;19;83,05263158;0;0;0;0;0
2017-07-04-03;25520435895;2017;7;4;3;mardi;27;14,24473684;37,28571429;87,68421053;0;0;0;0;0
2017-07-04-06;31466164184;2017;7;4;6;mardi;27;17,12368421;42,91666667;79,76315789;0;0;0;0;0
2017-07-04-09;37878955818;2017;7;4;9;mardi;27;22,47894737;43,57142857;61,39473684;0;0;0;0;0
2017-07-04-12;39517067199;2017;7;4;12;mardi;27;26,00555556;31,875;48,27027027;0;0;0;0;0
2017-07-04-15;37197410542;2017;7;4;15;mardi;27;27,12631579;37,08333333;46,13157895;0;0;0;0;0
2017-07-04-18;35168673854;2017;7;4;18;mardi;27;26,14473684;38,88888889;49,86842105;0;0;0;0;0
2017-07-04-21;34454091528;2017;7;4;21;mardi;27;20,89210526;23;68,52631579;0;0;0;0;0
2017-07-05-00;29848402358;2017;7;5;0;mercredi;27;18,09473684;20;77,65789474;0;0;0;0;0
2017-07-05-03;25957179709;2017;7;5;3;mercredi;27;16,46578947;18,33333333;81,65789474;0;0;0;0;0
2017-07-05-06;31717101803;2017;7;5;6;mercredi;27;19,34473684;42,27272727;71,57894737;0;0;0;0;0
2017-07-05-09;38606432843;2017;7;5;9;mercredi;27;24,75789474;51,36363636;56,26315789;0;0;0;0;0
2017-07-05-12;40615319861;2017;7;5;12;mercredi;27;28,49189189;35,90909091;45,32432432;0;0;0;0;0
2017-07-05-15;38405015422;2017;7;5;15;mercredi;27;29,62894737;45,90909091;41,94736842;0;0;0;0;0
2017-07-05-18;36121505395;2017;7;5;18;mercredi;27;27,83157895;51;47,13157895;0;0;0;0;0
2017-07-05-21;35301840331;2017;7;5;21;mercredi;27;22,39473684;60,45454545;63,31578947;0;0;0;0;0
2017-07-06-00;30541083883;2017;7;6;0;jeudi;27;19,68157895;69,44444444;71,92105263;0;0;0;0;0
2017-07-06-03;26570836942;2017;7;6;3;jeudi;27;17,94473684;63,15384615;77,05263158;0;0;0;0;0
2017-07-06-06;32486037034;2017;7;6;6;jeudi;27;20,07631579;68,73684211;70,5;0;0;0;0;0
2017-07-06-09;39297599512;2017;7;6;9;jeudi;27;24,67894737;70,07142857;58,15789474;0;0;0;0;0
2017-07-06-12;41140353909;2017;7;6;12;jeudi;27;28,15945946;62,33333333;49,81081081;0;0;0;0;0
2017-07-06-15;39109578969;2017;7;6;15;jeudi;27;29,17894737;70;46,26315789;0;0;0;0;0
2017-07-06-18;36688231868;2017;7;6;18;jeudi;27;27,08947368;81,31578947;52,57894737;0;0;0;0;0
2017-07-06-21;35628223692;2017;7;6;21;jeudi;27;22,7;87,5;65,71052632;0;0;0;0;0
2017-07-07-00;30715844455;2017;7;7;0;vendredi;27;20,45675676;86,11111111;72,67567568;0;0;0;0;0
2017-07-07-03;26937621553;2017;7;7;3;vendredi;27;19,09459459;75,42857143;76,7027027;0;0;0;0;0
2017-07-07-06;32693737602;2017;7;7;6;vendredi;27;20,70540541;65,85;71,83783784;0;0;0;0;0
2017-07-07-09;39682733754;2017;7;7;9;vendredi;27;25,58918919;48,18181818;57,02702703;0;0;0;0;0
2017-07-07-12;41307815164;2017;7;7;12;vendredi;27;29,09473684;45,90909091;46,13157895;0;0;0;0;0
2017-07-07-15;38797613764;2017;7;7;15;vendredi;27;30,47368421;36,36363636;42,28947368;0;0;0;0;0
2017-07-07-18;36030018682;2017;7;7;18;vendredi;27;28,45789474;33,88888889;48,57894737;0;0;0;0;0
2017-07-07-21;35291107689;2017;7;7;21;vendredi;27;23,13157895;40,55555556;65,02631579;0;0;0;0;0
2017-07-08-00;30071564244;2017;7;8;0;samedi;27;20,73421053;65;70,78947368;0;1;1;1;3
2017-07-08-03;25088161840;2017;7;8;3;samedi;27;19,12894737;68,68421053;77,55263158;0;1;1;1;3
2017-07-08-06;26342582500;2017;7;8;6;samedi;27;20,70263158;68,35;73,94736842;0;1;1;1;3
2017-07-08-09;32536698006;2017;7;8;9;samedi;27;24,81891892;70,90909091;61,91891892;0;1;1;1;3
2017-07-08-12;34638229318;2017;7;8;12;samedi;27;27,78421053;66,42857143;52,42105263;0;1;1;1;3
2017-07-08-15;32134201746;2017;7;8;15;samedi;27;28,22972973;65,26315789;51,21621622;0;1;1;1;3
2017-07-08-18;31130090027;2017;7;8;18;samedi;27;25,78157895;80,5;57;0;1;1;1;3
2017-07-08-21;31820888833;2017;7;8;21;samedi;27;22,38684211;86,36363636;68,26315789;0;1;1;1;3
2017-07-09-00;28057250404;2017;7;9;0;dimanche;28;20,29736842;87,29166667;75,15789474;0;1;1;1;3
2017-07-09-03;23196342269;2017;7;9;3;dimanche;28;19,08684211;91,75;78,84210526;0;1;1;1;3
2017-07-09-06;22972287959;2017;7;9;6;dimanche;28;19,85945946;88,14814815;79,08108108;0;1;1;1;3
2017-07-09-09;28428422147;2017;7;9;9;dimanche;28;22,82894737;85,96153846;68,92105263;0;1;1;1;3
2017-07-09-12;30980770675;2017;7;9;12;dimanche;28;24,83157895;83,46153846;62,31578947;0;1;1;1;3
2017-07-09-15;28007819998;2017;7;9;15;dimanche;28;24,68421053;85,41666667;63,39473684;0;1;1;1;3
2017-07-09-18;28839175924;2017;7;9;18;dimanche;28;22,76842105;90;71,39473684;0;1;1;1;3
2017-07-09-21;31090608370;2017;7;9;21;dimanche;28;20,08421053;87,5;82,13157895;0;1;1;1;3
2017-07-10-00;27514721131;2017;7;10;0;lundi;28;18,79210526;94,04761905;85,73684211;0;1;1;1;3
2017-07-10-03;24545571151;2017;7;10;3;lundi;28;17,82105263;88,40909091;87,18421053;0;1;1;1;3
2017-07-10-06;30920291461;2017;7;10;6;lundi;28;18,45789474;89,35483871;85,28947368;0;1;1;1;3
2017-07-10-09;38080944224;2017;7;10;9;lundi;28;20,66052632;89,65517241;77,02631579;0;1;1;1;3
2017-07-10-12;39674132598;2017;7;10;12;lundi;28;22,63157895;84,48275862;67,68421053;0;1;1;1;3
2017-07-10-15;36757414529;2017;7;10;15;lundi;28;22,29210526;86,85185185;67,13157895;0;1;1;1;3
2017-07-10-18;34743749909;2017;7;10;18;lundi;28;20,79736842;88,57142857;72,42105263;0;1;1;1;3
2017-07-10-21;33994794129;2017;7;10;21;lundi;28;18,45;87,10526316;82,28947368;0;1;1;1;3
2017-07-11-00;29399874657;2017;7;11;0;mardi;28;17,11578947;87,5;86,47368421;0;1;1;1;3
2017-07-11-03;25987584990;2017;7;11;3;mardi;28;16,43421053;88,125;88,68421053;0;1;1;1;3
2017-07-11-06;31505685988;2017;7;11;6;mardi;28;17,32432432;91,72413793;86,24324324;0;1;1;1;3
2017-07-11-09;38720742959;2017;7;11;9;mardi;28;20,12432432;86,29032258;73,48648649;0;1;1;1;3
2017-07-11-12;39727161831;2017;7;11;12;mardi;28;22,32972973;92,4;62,97297297;0;1;1;1;3
2017-07-11-15;36819528456;2017;7;11;15;mardi;28;23,45789474;88,46153846;58,92105263;0;1;1;1;3
2017-07-11-18;35102600576;2017;7;11;18;mardi;28;22,55263158;86,875;62,55263158;0;1;1;1;3
2017-07-11-21;34464588500;2017;7;11;21;mardi;28;19,44210526;87,36842105;77,71052632;0;1;1;1;3
2017-07-12-00;29806791460;2017;7;12;0;mercredi;28;18,07631579;91;83,36842105;0;1;1;1;3
2017-07-12-03;26304972633;2017;7;12;3;mercredi;28;17,63421053;89,41666667;84,78947368;0;1;1;1;3
2017-07-12-06;31915479764;2017;7;12;6;mercredi;28;18,47368421;87,79310345;83,89473684;0;1;1;1;3
2017-07-12-09;39022859492;2017;7;12;9;mercredi;28;21,28157895;87,24137931;73;0;1;1;1;3
2017-07-12-12;40350905171;2017;7;12;12;mercredi;28;23,26578947;86,33333333;63,84210526;0;1;1;1;3
2017-07-12-15;37424893900;2017;7;12;15;mercredi;28;23,51842105;85,17241379;62,47368421;0;1;1;1;3
2017-07-12-18;35340605810;2017;7;12;18;mercredi;28;22,10263158;83,07692308;65,89473684;0;1;1;1;3
2017-07-12-21;34631794763;2017;7;12;21;mercredi;28;19,16578947;84,72222222;75,92105263;0;1;1;1;3
2017-07-13-00;29987119398;2017;7;13;0;jeudi;28;17,42894737;90,90909091;82,05263158;0;1;1;1;3
2017-07-13-03;26322789325;2017;7;13;3;jeudi;28;16,36842105;87,08333333;84,63157895;0;1;1;1;3
2017-07-13-06;31697512363;2017;7;13;6;jeudi;28;17,43947368;88,125;81,05263158;0;1;1;1;3
2017-07-13-09;38198954408;2017;7;13;9;jeudi;28;20,76842105;86,66666667;67,5;0;1;1;1;3
