ID;Consommation;Annee;Mois;Jour;Creneau;JourSem;NumSem;temp;cover;hum;dummyJF;vacances_zone_a;vacances_zone_b;vacances_zone_c;nb_zones
2017-02-04-06;43687200604;2017;2;4;6;samedi;5;6,610526316;96,91176471;87,10526316;0;0;0;1;1
2017-02-04-09;48669867215;2017;2;4;9;samedi;5;7,628947368;91;82,13157895;0;0;0;1;1
2017-02-04-12;48615769777;2017;2;4;12;samedi;5;9,442105263;86,78571429;72,52631579;0;0;0;1;1
2017-02-04-15;44502280838;2017;2;4;15;samedi;5;9,997368421;90,35714286;69,28947368;0;0;0;1;1
2017-02-04-18;49276265374;2017;2;4;18;samedi;5;7,823684211;89,66666667;79,55263158;0;0;0;1;1
2017-02-04-21;47578498409;2017;2;4;21;samedi;5;6,9;89,82142857;84,84210526;0;0;0;1;1
2017-02-05-00;45179684590;2017;2;5;0;dimanche;6;6,505263158;96,2962963;87,65789474;0;0;0;1;1
2017-02-05-03;39504704416;2017;2;5;3;dimanche;6;6,494736842;96,55172414;90,5;0;0;0;1;1
2017-02-05-06;40415062875;2017;2;5;6;dimanche;6;6,660526316;94,71428571;88,71052632;0;0;0;1;1
2017-02-05-09;46386900105;2017;2;5;9;dimanche;6;6,855263158;96,81818182;86,97368421;0;0;0;1;1
2017-02-05-12;47931401077;2017;2;5;12;dimanche;6;7,823684211;95,9375;83,15789474;0;0;0;1;1
2017-02-05-15;43272136684;2017;2;5;15;dimanche;6;8,115789474;94,48275862;78,73684211;0;0;0;1;1
2017-02-05-18;49465181173;2017;2;5;18;dimanche;6;6,607894737;91,33333333;83,68421053;0;0;0;1;1
2017-02-05-21;48337108822;2017;2;5;21;dimanche;6;6,021621622;87,69230769;83,89189189;0;0;0;1;1
2017-02-06-00;46911537236;2017;2;6;0;lundi;6;5,664864865;92,24137931;84,16216216;0;0;0;1;1
2017-02-06-03;43893363447;2017;2;6;3;lundi;6;5,451351351;92,4;83,81081081;0;0;0;1;1
2017-02-06-06;53609342305;2017;2;6;6;lundi;6;5,067567568;93,22580645;83,97297297;0;0;0;1;1
2017-02-06-09;57410007688;2017;2;6;9;lundi;6;5,691891892;95,22222222;82,72972973;0;0;0;1;1
2017-02-06-12;56137054234;2017;2;6;12;lundi;6;7,960526316;85,92857143;72,13157895;0;0;0;1;1
2017-02-06-15;52715669048;2017;2;6;15;lundi;6;8,513157895;87;69,57894737;0;0;0;1;1
2017-02-06-18;56592022226;2017;2;6;18;lundi;6;6,834210526;86,7;79,63157895;0;0;0;1;1
2017-02-06-21;51774897244;2017;2;6;21;lundi;6;6,089473684;89,58333333;86;0;0;0;1;1
2017-02-07-00;48126785618;2017;2;7;0;mardi;6;6,257894737;96,9;88,57894737;0;0;0;1;1
2017-02-07-03;44411767652;2017;2;7;3;mardi;6;6,171052632;94,4;88,92105263;0;0;0;1;1
2017-02-07-06;53335959892;2017;2;7;6;mardi;6;6,134210526;87,68965517;88,81578947;0;0;0;1;1
2017-02-07-09;56628969489;2017;2;7;9;mardi;6;7,247368421;91,48275862;86,15789474;0;0;0;1;1
2017-02-07-12;55069605882;2017;2;7;12;mardi;6;9,568421053;91,78571429;76,60526316;0;0;0;1;1
2017-02-07-15;51076578431;2017;2;7;15;mardi;6;9,789473684;92,5;72,28947368;0;0;0;1;1
2017-02-07-18;55239233227;2017;2;7;18;mardi;6;7,744736842;93,87096774;79,57894737;0;0;0;1;1
2017-02-07-21;51242023001;2017;2;7;21;mardi;6;6,286842105;94,28571429;85,07894737;0;0;0;1;1
2017-02-08-00;48059744710;2017;2;8;0;mercredi;6;5,502631579;95,08;86,84210526;0;0;0;1;1
2017-02-08-03;44819506738;2017;2;8;3;mercredi;6;4,884210526;91,62068966;88,28947368;0;0;0;1;1
2017-02-08-06;54079961424;2017;2;8;6;mercredi;6;4,921052632;86,46875;87,71052632;0;0;0;1;1
2017-02-08-09;57863735357;2017;2;8;9;mercredi;6;5,532432432;89,29032258;85,7027027;0;0;0;1;1
2017-02-08-12;57260875829;2017;2;8;12;mercredi;6;7,239473684;88,125;77,68421053;0;0;0;1;1
2017-02-08-15;53645612630;2017;2;8;15;mercredi;6;7,434210526;88,66666667;74,28947368;0;0;0;1;1
2017-02-08-18;57390781466;2017;2;8;18;mercredi;6;5,771052632;90,34482759;81,02631579;0;0;0;1;1
2017-02-08-21;53336982661;2017;2;8;21;mercredi;6;4,823684211;91,66666667;84,05263158;0;0;0;1;1
2017-02-09-00;50421889948;2017;2;9;0;jeudi;6;4,060526316;91,875;85,60526316;0;0;0;1;1
2017-02-09-03;47322078639;2017;2;9;3;jeudi;6;3,334210526;95,66666667;86,10526316;0;0;0;1;1
2017-02-09-06;56658608688;2017;2;9;6;jeudi;6;2,734210526;87,34482759;86,92105263;0;0;0;1;1
2017-02-09-09;60127268588;2017;2;9;9;jeudi;6;3,742105263;89;83,68421053;0;0;0;1;1
2017-02-09-12;58455298400;2017;2;9;12;jeudi;6;5,851351351;86,13636364;72,64864865;0;0;0;1;1
2017-02-09-15;54548653539;2017;2;9;15;jeudi;6;6,297368421;94,23076923;68,97368421;0;0;0;1;1
2017-02-09-18;59056846055;2017;2;9;18;jeudi;6;4,6;92,2;75,15789474;0;0;0;1;1
2017-02-09-21;55247359511;2017;2;9;21;jeudi;6;3,357894737;93,75;80,21052632;0;0;0;1;1
2017-02-10-00;52219444993;2017;2;10;0;vendredi;6;2,415789474;94,16666667;83,52631579;0;0;0;1;1
2017-02-10-03;49110656558;2017;2;10;3;vendredi;6;1,907894737;86,36363636;85,5;0;0;0;1;1
2017-02-10-06;58100938583;2017;2;10;6;vendredi;6;1,581578947;87,64;86,18918919;0;0;0;1;1
2017-02-10-09;60991730504;2017;2;10;9;vendredi;6;3,071052632;87,125;81,45945946;0;0;0;1;1
2017-02-10-12;58332950498;2017;2;10;12;vendredi;6;6,452631579;90,6;68,94736842;0;0;0;1;1
2017-02-10-15;53995141780;2017;2;10;15;vendredi;6;7;85,76923077;68,47368421;0;0;0;1;1
2017-02-10-18;58078511736;2017;2;10;18;vendredi;6;4,747368421;91,29166667;78,21052632;0;0;0;1;1
2017-02-10-21;55178611946;2017;2;10;21;vendredi;6;3,476315789;88,55;82,73684211;0;0;0;1;1
2017-02-11-00;51896680921;2017;2;11;0;samedi;6;2,605263158;95,11764706;85,39473684;0;0;1;1;2
2017-02-11-03;47204884278;2017;2;11;3;samedi;6;2,123684211;94,05555556;86,47368421;0;0;1;1;2
2017-02-11-06;50264298745;2017;2;11;6;samedi;6;1,805263158;88,83870968;86,89473684;0;0;1;1;2
2017-02-11-09;55189644404;2017;2;11;9;samedi;6;3,026315789;91,53571429;84,18421053;0;0;1;1;2
2017-02-11-12;55222248174;2017;2;11;12;samedi;6;5,734210526;93,16666667;72,97368421;0;0;1;1;2
2017-02-11-15;50928885229;2017;2;11;15;samedi;6;6,3;92,90322581;71,13157895;0;0;1;1;2
2017-02-11-18;54849462459;2017;2;11;18;samedi;6;4,844736842;95,32258065;78,44736842;0;0;1;1;2
2017-02-11-21;52840355733;2017;2;11;21;samedi;6;4,089473684;97,40740741;82,05263158;0;0;1;1;2
2017-02-12-00;50494220601;2017;2;12;0;dimanche;7;3,828947368;98,37037037;83,81578947;0;0;1;1;2
2017-02-12-03;45204350315;2017;2;12;3;dimanche;7;3,689473684;95;84,63157895;0;0;1;1;2
2017-02-12-06;46093975706;2017;2;12;6;dimanche;7;4;95,64516129;83,84210526;0;0;1;1;2
2017-02-12-09;51108827096;2017;2;12;9;dimanche;7;5,376315789;92,79310345;80,65789474;0;0;1;1;2
2017-02-12-12;50969100383;2017;2;12;12;dimanche;7;8,710526316;91,66666667;72,57894737;0;0;1;1;2
2017-02-12-15;45280269809;2017;2;12;15;dimanche;7;10,13947368;93,30434783;68,5;0;0;1;1;2
2017-02-12-18;51166936382;2017;2;12;18;dimanche;7;8,765789474;91,19047619;74,76315789;0;0;1;1;2
2017-02-12-21;49653960728;2017;2;12;21;dimanche;7;8,473684211;87,75;74,81578947;0;0;1;1;2
2017-02-13-00;47578074883;2017;2;13;0;lundi;7;8,360526316;96,25;73,15789474;0;0;1;1;2
2017-02-13-03;44294451986;2017;2;13;3;lundi;7;7,902631579;92,25;73,52631579;0;0;1;1;2
2017-02-13-06;53086574036;2017;2;13;6;lundi;7;7,721052632;90;72,73684211;0;0;1;1;2
2017-02-13-09;56576816007;2017;2;13;9;lundi;7;8,886842105;86,13636364;69,71052632;0;0;1;1;2
2017-02-13-12;54482126278;2017;2;13;12;lundi;7;11,59210526;83,33333333;62;0;0;1;1;2
2017-02-13-15;50050498702;2017;2;13;15;lundi;7;12,17631579;88,6;60,13157895;0;0;1;1;2
2017-02-13-18;54389136610;2017;2;13;18;lundi;7;10,15789474;93,8;67,92105263;0;0;1;1;2
2017-02-13-21;50517410739;2017;2;13;21;lundi;7;8,934210526;94,03846154;74,15789474;0;0;1;1;2
2017-02-14-00;47154108587;2017;2;14;0;mardi;7;8,255263158;97,2;78,26315789;0;0;1;1;2
2017-02-14-03;43467758323;2017;2;14;3;mardi;7;7,613157895;97,69230769;81,73684211;0;0;1;1;2
2017-02-14-06;51688781287;2017;2;14;6;mardi;7;7,244736842;88,21428571;83,31578947;0;0;1;1;2
2017-02-14-09;55292884086;2017;2;14;9;mardi;7;8,728947368;88,82758621;80,21052632;0;0;1;1;2
2017-02-14-12;53305771091;2017;2;14;12;mardi;7;11,76052632;91,30434783;69,89473684;0;0;1;1;2
2017-02-14-15;48038575325;2017;2;14;15;mardi;7;12,99210526;80;65,26315789;0;0;1;1;2
2017-02-14-18;51968668043;2017;2;14;18;mardi;7;10,51842105;82,82608696;75,18421053;0;0;1;1;2
2017-02-14-21;48560415304;2017;2;14;21;mardi;7;8,947368421;82,5;79,86842105;0;0;1;1;2
2017-02-15-00;45392751529;2017;2;15;0;mercredi;7;7,952631579;78,84615385;82,05263158;0;0;1;1;2
2017-02-15-03;41785221545;2017;2;15;3;mercredi;7;7,294736842;80,35714286;83,02631579;0;0;1;1;2
2017-02-15-06;49938985026;2017;2;15;6;mercredi;7;6,802631579;76,36363636;84,60526316;0;0;1;1;2
2017-02-15-09;52214186266;2017;2;15;9;mercredi;7;9,581578947;65,58823529;77,65789474;0;0;1;1;2
2017-02-15-12;49095936714;2017;2;15;12;mercredi;7;13,80263158;65,78947368;64,78947368;0;0;1;1;2
2017-02-15-15;44150756448;2017;2;15;15;mercredi;7;14,76052632;58,15789474;60,84210526;0;0;1;1;2
2017-02-15-18;49247828639;2017;2;15;18;mercredi;7;10,60540541;63,66666667;77,16216216;0;0;1;1;2
2017-02-15-21;46495531016;2017;2;15;21;mercredi;7;8,143243243;64;85;0;0;1;1;2
2017-02-16-00;43790678644;2017;2;16;0;jeudi;7;7,032432432;74,42857143;88,54054054;0;0;1;1;2
2017-02-16-03;40628515917;2017;2;16;3;jeudi;7;6,032432432;82,05263158;90,10810811;0;0;1;1;2
2017-02-16-06;49081964736;2017;2;16;6;jeudi;7;5,559459459;75,19230769;91,62162162;0;0;1;1;2
2017-02-16-09;51905271980;2017;2;16;9;jeudi;7;8,436842105;79,34782609;84,02631579;0;0;1;1;2
2017-02-16-12;49196419978;2017;2;16;12;jeudi;7;12,60526316;66,71428571;71,71052632;0;0;1;1;2
2017-02-16-15;44582740429;2017;2;16;15;jeudi;7;13,58157895;75,43478261;67,23684211;0;0;1;1;2
2017-02-16-18;49409087596;2017;2;16;18;jeudi;7;10,31842105;84,21052632;79,10526316;0;0;1;1;2
2017-02-16-21;46900940025;2017;2;16;21;jeudi;7;7,628947368;83,29411765;88,55263158;0;0;1;1;2
2017-02-17-00;44239669597;2017;2;17;0;vendredi;7;6,407894737;84,66666667;91,60526316;0;0;1;1;2
2017-02-17-03;41138414001;2017;2;17;3;vendredi;7;5,826315789;91,71428571;92,92105263;0;0;1;1;2
2017-02-17-06;49539389970;2017;2;17;6;vendredi;7;5,168421053;82,8;93,05263158;0;0;1;1;2
2017-02-17-09;52563401027;2017;2;17;9;vendredi;7;7,340540541;84,17857143;87,89189189;0;0;1;1;2
2017-02-17-12;49194266422;2017;2;17;12;vendredi;7;11,42894737;79,3;73,92105263;0;0;1;1;2
2017-02-17-15;43607950210;2017;2;17;15;vendredi;7;12,84210526;68,21052632;63,94736842;0;0;1;1;2
2017-02-17-18;48541948466;2017;2;17;18;vendredi;7;9,526315789;73,29411765;75,81578947;0;0;1;1;2
2017-02-17-21;47039157054;2017;2;17;21;vendredi;7;7,268421053;73,28571429;83,28947368;0;0;1;1;2
2017-02-18-00;44109806926;2017;2;18;0;samedi;7;5,407894737;77;86,97368421;0;1;1;1;3
2017-02-18-03;39934618938;2017;2;18;3;samedi;7;4,426315789;82;89,18421053;0;1;1;1;3
2017-02-18-06;43361744680;2017;2;18;6;samedi;7;3,471052632;78,09090909;90,21052632;0;1;1;1;3
2017-02-18-09;46325592916;2017;2;18;9;samedi;7;6,389473684;73,5625;81,71052632;0;1;1;1;3
2017-02-18-12;43312222050;2017;2;18;12;samedi;7;10,99210526;50,35294118;66,5;0;1;1;1;3
2017-02-18-15;37773706641;2017;2;18;15;samedi;7;12,63157895;39;58,26315789;0;1;1;1;3
2017-02-18-18;44785667855;2017;2;18;18;samedi;7;8,876315789;31;71,47368421;0;1;1;1;3
2017-02-18-21;45312882499;2017;2;18;21;samedi;7;5,773684211;51,44444444;82,23684211;0;1;1;1;3
2017-02-19-00;44202552843;2017;2;19;0;dimanche;8;4,039473684;57;86,05263158;0;1;1;1;3
2017-02-19-03;39963417146;2017;2;19;3;dimanche;8;2,736842105;48,55555556;89,13157895;0;1;1;1;3
2017-02-19-06;41634646482;2017;2;19;6;dimanche;8;1,739473684;45,17647059;90,89473684;0;1;1;1;3
2017-02-19-09;44368861683;2017;2;19;9;dimanche;8;5,642105263;60,11111111;84,05263158;0;1;1;1;3
2017-02-19-12;42131333022;2017;2;19;12;dimanche;8;11,38947368;71,38888889;66,94736842;0;1;1;1;3
2017-02-19-15;36793343279;2017;2;19;15;dimanche;8;12,62631579;69,44444444;59,18421053;0;1;1;1;3
2017-02-19-18;44623282664;2017;2;19;18;dimanche;8;9,281578947;74,11764706;71,92105263;0;1;1;1;3
2017-02-19-21;44684865738;2017;2;19;21;dimanche;8;7,434210526;81,5625;80,34210526;0;1;1;1;3
2017-02-20-00;43207144080;2017;2;20;0;lundi;8;6,484210526;85,42105263;84,57894737;0;1;1;0;2
2017-02-20-03;40133054891;2017;2;20;3;lundi;8;6,205263158;81,40909091;85;0;1;1;0;2
2017-02-20-06;48723402568;2017;2;20;6;lundi;8;5,818421053;81,74074074;87,81578947;0;1;1;0;2
2017-02-20-09;52587213242;2017;2;20;9;lundi;8;8,115789474;91,10344828;82,26315789;0;1;1;0;2
2017-02-20-12;51614461108;2017;2;20;12;lundi;8;11,25263158;86,96551724;73,36842105;0;1;1;0;2
2017-02-20-15;47167428396;2017;2;20;15;lundi;8;11,95;88,67857143;72,55263158;0;1;1;0;2
2017-02-20-18;50793164735;2017;2;20;18;lundi;8;10,13947368;89,93103448;79,55263158;0;1;1;0;2
2017-02-20-21;46873420732;2017;2;20;21;lundi;8;8,947368421;91,64;85,63157895;0;1;1;0;2
2017-02-21-00;43259794429;2017;2;21;0;mardi;8;8,515789474;94,76;88,05263158;0;1;1;0;2
2017-02-21-03;39473193219;2017;2;21;3;mardi;8;8,078947368;88,04;89,65789474;0;1;1;0;2
2017-02-21-06;47591887436;2017;2;21;6;mardi;8;7,965789474;92,10344828;90,5;0;1;1;0;2
2017-02-21-09;51393027011;2017;2;21;9;mardi;8;9,889473684;91,4;85,21052632;0;1;1;0;2
2017-02-21-12;50414280624;2017;2;21;12;mardi;8;12,4;89,83870968;77,65789474;0;1;1;0;2
2017-02-21-15;46357623704;2017;2;21;15;mardi;8;12,90526316;95,17241379;75,81578947;0;1;1;0;2
2017-02-21-18;49725199658;2017;2;21;18;mardi;8;11,13157895;97,24137931;82,07894737;0;1;1;0;2
2017-02-21-21;45876064332;2017;2;21;21;mardi;8;10,17027027;96,8;85,48648649;0;1;1;0;2
2017-02-22-00;42250639967;2017;2;22;0;mercredi;8;9,566666667;98,91304348;85,69444444;0;1;1;0;2
2017-02-22-03;38563239032;2017;2;22;3;mercredi;8;8,821621622;91,6;85,81081081;0;1;1;0;2
2017-02-22-06;46791473294;2017;2;22;6;mercredi;8;8,341666667;92,77777778;85,61111111;0;1;1;0;2
2017-02-22-09;50987182622;2017;2;22;9;mercredi;8;9,945945946;92,77777778;80,24324324;0;1;1;0;2
2017-02-22-12;50103530059;2017;2;22;12;mercredi;8;12,22162162;93,14814815;71,56756757;0;1;1;0;2
2017-02-22-15;45634075708;2017;2;22;15;mercredi;8;12,86486486;91,34615385;69,59459459;0;1;1;0;2
2017-02-22-18;49510459467;2017;2;22;18;mercredi;8;10,70526316;91,95652174;77,39473684;0;1;1;0;2
2017-02-22-21;46211390766;2017;2;22;21;mercredi;8;8,928947368;90,95238095;82,55263158;0;1;1;0;2
2017-02-23-00;43010035239;2017;2;23;0;jeudi;8;7,644736842;95,6;85,39473684;0;1;1;0;2
2017-02-23-03;39584297323;2017;2;23;3;jeudi;8;6,715789474;88,04166667;86,81578947;0;1;1;0;2
2017-02-23-06;47901107045;2017;2;23;6;jeudi;8;6,210526316;90,33333333;86,81578947;0;1;1;0;2
2017-02-23-09;51653627967;2017;2;23;9;jeudi;8;9,276315789;95,64;78,42105263;0;1;1;0;2
2017-02-23-12;50423095505;2017;2;23;12;jeudi;8;12,87631579;89,2;66,73684211;0;1;1;0;2
2017-02-23-15;46011118261;2017;2;23;15;jeudi;8;12,92105263;88;64,78947368;0;1;1;0;2
2017-02-23-18;50209796725;2017;2;23;18;jeudi;8;10,60263158;91,48148148;73,05263158;0;1;1;0;2
2017-02-23-21;47084265105;2017;2;23;21;jeudi;8;9,184210526;91,875;76,94736842;0;1;1;0;2
2017-02-24-00;43622674090;2017;2;24;0;vendredi;8;8,139473684;90,8;77,26315789;0;1;1;0;2
2017-02-24-03;40143476184;2017;2;24;3;vendredi;8;7,231578947;90,38461538;80,84210526;0;1;1;0;2
2017-02-24-06;48431162304;2017;2;24;6;vendredi;8;6,236842105;88,07692308;83,73684211;0;1;1;0;2
2017-02-24-09;51826575211;2017;2;24;9;vendredi;8;7,626315789;84,8;77,36842105;0;1;1;0;2
2017-02-24-12;50266080365;2017;2;24;12;vendredi;8;9,428947368;80,92592593;62,10526316;0;1;1;0;2
2017-02-24-15;45530596587;2017;2;24;15;vendredi;8;9,513157895;76,875;58,15789474;0;1;1;0;2
2017-02-24-18;50315155064;2017;2;24;18;vendredi;8;6,863157895;73,23529412;65,97368421;0;1;1;0;2
2017-02-24-21;49145354640;2017;2;24;21;vendredi;8;4,971052632;58;73,39473684;0;1;1;0;2
2017-02-25-00;46274020357;2017;2;25;0;samedi;8;3,386842105;50,6;78,94736842;0;1;1;0;2
2017-02-25-03;42167242901;2017;2;25;3;samedi;8;2,084210526;49,7;82,84210526;0;1;1;0;2
2017-02-25-06;45270347664;2017;2;25;6;samedi;8;1,705263158;56;84,36842105;0;1;1;0;2
2017-02-25-09;47378553408;2017;2;25;9;samedi;8;5,884210526;70,38888889;72,26315789;0;1;1;0;2
2017-02-25-12;44581511367;2017;2;25;12;samedi;8;10,36842105;58,84615385;54,71052632;0;1;1;0;2
2017-02-25-15;39199488484;2017;2;25;15;samedi;8;11,75789474;62,5;48,78947368;0;1;1;0;2
2017-02-25-18;45697309143;2017;2;25;18;samedi;8;8,402702703;72,72727273;60,86486486;0;1;1;0;2
2017-02-25-21;45892656929;2017;2;25;21;samedi;8;6,092105263;73;69,76315789;0;1;1;0;2
2017-02-26-00;44077402662;2017;2;26;0;dimanche;9;5,034210526;90;75,10526316;0;1;1;0;2
2017-02-26-03;38869389212;2017;2;26;3;dimanche;9;4,492105263;84;78,65789474;0;1;1;0;2
2017-02-26-06;39615386857;2017;2;26;6;dimanche;9;4,397368421;83,33333333;81,52631579;0;1;1;0;2
2017-02-26-09;43014587829;2017;2;26;9;dimanche;9;8,202631579;85,6;73,5;0;1;1;0;2
2017-02-26-12;42396452018;2017;2;26;12;dimanche;9;11,95526316;83,51851852;65,44736842;0;1;1;0;2
2017-02-26-15;37237834761;2017;2;26;15;dimanche;9;12,83157895;91,03448276;63,89473684;0;1;1;0;2
2017-02-26-18;44025029259;2017;2;26;18;dimanche;9;10,57368421;87,88461538;72,84210526;0;1;1;0;2
2017-02-26-21;43582563811;2017;2;26;21;dimanche;9;8,678947368;92,39130435;80,39473684;0;1;1;0;2
2017-02-27-00;41884733571;2017;2;27;0;lundi;9;7,618421053;92;83,21052632;0;1;0;0;1
2017-02-27-03;38729234870;2017;2;27;3;lundi;9;7,136842105;95,5;83,18421053;0;1;0;0;1
2017-02-27-06;47972986860;2017;2;27;6;lundi;9;6,931578947;88,07692308;82,94736842;0;1;0;0;1
2017-02-27-09;51638731283;2017;2;27;9;lundi;9;9,513157895;91,875;76,13513514;0;1;0;0;1
2017-02-27-12;51402419527;2017;2;27;12;lundi;9;11,98684211;90,76923077;68,05263158;0;1;0;0;1
2017-02-27-15;48173673066;2017;2;27;15;lundi;9;11,9;89,2;67,89473684;0;1;0;0;1
2017-02-27-18;52313159002;2017;2;27;18;lundi;9;9,694736842;93,51851852;73,92105263;0;1;0;0;1
2017-02-27-21;48614465168;2017;2;27;21;lundi;9;8,321052632;98,125;79,57894737;0;1;0;0;1
2017-02-28-00;45302361564;2017;2;28;0;mardi;9;7,381578947;93,46153846;81,78947368;0;1;0;0;1
2017-02-28-03;41970506144;2017;2;28;3;mardi;9;6,907894737;96,92307692;82,76315789;0;1;0;0;1
2017-02-28-06;51010293054;2017;2;28;6;mardi;9;6,281578947;94,26470588;85,89473684;0;1;0;0;1
2017-02-28-09;55284642266;2017;2;28;9;mardi;9;7,505263158;91,55172414;82,89473684;0;1;0;0;1
2017-02-28-12;54699795971;2017;2;28;12;mardi;9;8,828947368;92,42424242;74,78947368;0;1;0;0;1
2017-02-28-15;50534634310;2017;2;28;15;mardi;9;8,492105263;94,23076923;72,05263158;0;1;0;0;1
2017-02-28-18;54636404198;2017;2;28;18;mardi;9;7,252631579;89,58333333;73,31578947;0;1;0;0;1
2017-02-28-21;51180817473;2017;2;28;21;mardi;9;6,515789474;81,42857143;76,07894737;0;1;0;0;1
2017-03-01-00;47430322799;2017;3;1;0;mercredi;9;6,173684211;82,39130435;76,57894737;0;1;0;0;1
2017-03-01-03;43806537636;2017;3;1;3;mercredi;9;5,944736842;78,8;77,57894737;0;1;0;0;1
2017-03-01-06;52125878574;2017;3;1;6;mercredi;9;5,486842105;86,03333333;81,89473684;0;1;0;0;1
2017-03-01-09;55760242844;2017;3;1;9;mercredi;9;8,036842105;94,83333333;77,57894737;0;1;0;0;1
2017-03-01-12;55317018210;2017;3;1;12;mercredi;9;10,15;95,8125;74,81578947;0;1;0;0;1
2017-03-01-15;50859022265;2017;3;1;15;mercredi;9;10,96842105;94,82142857;75,31578947;0;1;0;0;1
2017-03-01-18;53549175651;2017;3;1;18;mercredi;9;9,981578947;97,40740741;79,97297297;0;1;0;0;1
2017-03-01-21;49289830134;2017;3;1;21;mercredi;9;9,431578947;90,74074074;80,31578947;0;1;0;0;1
2017-03-02-00;45636784470;2017;3;2;0;jeudi;9;8,494736842;89,56521739;81,65789474;0;1;0;0;1
2017-03-02-03;42220764516;2017;3;2;3;jeudi;9;7,478947368;87,25;81,57894737;0;1;0;0;1
2017-03-02-06;50815003222;2017;3;2;6;jeudi;9;6,55;70,2173913;84,07894737;0;1;0;0;1
2017-03-02-09;52024444631;2017;3;2;9;jeudi;9;9,355263158;67,5;75,34210526;0;1;0;0;1
2017-03-02-12;49402201577;2017;3;2;12;jeudi;9;11,95789474;73,63636364;61,07894737;0;1;0;0;1
2017-03-02-15;44826742328;2017;3;2;15;jeudi;9;12,68947368;78,75;57;0;1;0;0;1
2017-03-02-18;49903688608;2017;3;2;18;jeudi;9;9,781578947;85,71428571;69,21052632;0;1;0;0;1
2017-03-02-21;47278908766;2017;3;2;21;jeudi;9;7,760526316;88,15789474;78,10526316;0;1;0;0;1
2017-03-03-00;44451904496;2017;3;3;0;vendredi;9;6,515789474;88,23529412;83,55263158;0;1;0;0;1
2017-03-03-03;40915422518;2017;3;3;3;vendredi;9;6,276315789;84,77272727;84,57894737;0;1;0;0;1
2017-03-03-06;49004855551;2017;3;3;6;vendredi;9;6,578947368;87,32142857;83,63157895;0;1;0;0;1
2017-03-03-09;51390761892;2017;3;3;9;vendredi;9;9,931578947;88,0952381;74,23684211;0;1;0;0;1
2017-03-03-12;48895827006;2017;3;3;12;vendredi;9;13,60789474;88,94736842;64,63157895;0;1;0;0;1
2017-03-03-15;43969807467;2017;3;3;15;vendredi;9;14,59210526;87,94117647;61,23684211;0;1;0;0;1
2017-03-03-18;47514050592;2017;3;3;18;vendredi;9;12,33684211;94,09090909;67,86842105;0;1;0;0;1
2017-03-03-21;44931326709;2017;3;3;21;vendredi;9;10,66315789;95,45454545;74,18421053;0;1;0;0;1
2017-03-04-00;40967802321;2017;3;4;0;samedi;9;9,681578947;96,08695652;78,63157895;0;1;0;0;1
2017-03-04-03;36026061005;2017;3;4;3;samedi;9;8,405263158;95;82,44736842;0;1;0;0;1
2017-03-04-06;39178340002;2017;3;4;6;samedi;9;7,560526316;94,6875;84,05263158;0;1;0;0;1
2017-03-04-09;44895073416;2017;3;4;9;samedi;9;8,097368421;93,83333333;82,02631579;0;1;0;0;1
2017-03-04-12;45817932646;2017;3;4;12;samedi;9;9,326315789;91,29032258;74,81578947;0;1;0;0;1
2017-03-04-15;41754567246;2017;3;4;15;samedi;9;9,228947368;92,22222222;73,91891892;0;1;0;0;1
2017-03-04-18;46226976364;2017;3;4;18;samedi;9;7,542105263;91,53846154;77,63157895;0;1;0;0;1
2017-03-04-21;45539767422;2017;3;4;21;samedi;9;6,576315789;85,22727273;79,97368421;0;1;0;0;1
2017-03-05-00;43368496930;2017;3;5;0;dimanche;10;5,9;86,9047619;82,18421053;0;1;0;0;1
2017-03-05-03;38311857833;2017;3;5;3;dimanche;10;5,35;83,47826087;85,15789474;0;1;0;0;1
2017-03-05-06;39486471305;2017;3;5;6;dimanche;10;5,083783784;90,92592593;87,62162162;0;1;0;0;1
2017-03-05-09;45091389277;2017;3;5;9;dimanche;10;7,228947368;88,38709677;80,76315789;0;1;0;0;1
2017-03-05-12;46223746271;2017;3;5;12;dimanche;10;9,139473684;92,25806452;74,18421053;0;1;0;0;1
2017-03-05-15;40663337466;2017;3;5;15;dimanche;10;9,631578947;91,875;73,57894737;0;1;0;0;1
2017-03-05-18;46673232206;2017;3;5;18;dimanche;10;8,878947368;89,82758621;74,97368421;0;1;0;0;1
2017-03-05-21;46189543738;2017;3;5;21;dimanche;10;8,355263158;90,19230769;77,55263158;0;1;0;0;1
2017-03-06-00;44001882464;2017;3;6;0;lundi;10;8,265789474;92,69230769;79,5;0;0;0;0;0
2017-03-06-03;40536598316;2017;3;6;3;lundi;10;7,652631579;94,81481481;82,13157895;0;0;0;0;0
2017-03-06-06;49718142158;2017;3;6;6;lundi;10;7,684210526;96,875;86,07894737;0;0;0;0;0
2017-03-06-09;54107355330;2017;3;6;9;lundi;10;9,134210526;94;80,42105263;0;0;0;0;0
2017-03-06-12;53192251330;2017;3;6;12;lundi;10;10,55675676;93,78787879;71,2972973;0;0;0;0;0
2017-03-06-15;49503627051;2017;3;6;15;lundi;10;10,27837838;90,48387097;68,13513514;0;0;0;0;0
2017-03-06-18;53613687804;2017;3;6;18;lundi;10;8,654054054;91,93548387;70,42105263;0;0;0;0;0
2017-03-06-21;49835287917;2017;3;6;21;lundi;10;7,878378378;88,84615385;71,94736842;0;0;0;0;0
